group_id,post_id,message,updated_time,reactions
485060002294083,496004274532989,"**Memory Upgrade Request**

Objective: Get quotation for the memory upgrades of the identified laptops

**Kobe- **Please check the model and existing memory of the laptops of the following users:
* *John Paul Soriano*
* *Sarah Capistrano*
* *Leonard Lucas*
* *Kimberly Mitra*
* *Jomille Matildo*
* *Ambrosio ""Bong"" Jumangit***
**

**Ram/James-** when Kobe has the info, please get quote from the vendor so we can present the costing to Hannah and sir Topher.",2019-09-03T03:15:57+0000,"{'100039491601128': 'LIKE', '100032846050941': 'LIKE'}"
485060002294083,493707021429381,"Weekly Report
* Uploaded items in Netsuite requested by users
* Created New vendors in Netsuite
* Created New customers in Netsuite
* Add employees in Netsuite as employees/vendors
* Edit vendor details as per user requirements
* Helped in updating the approvers in the templates/forms of Managed Engine
* Provided lists of users in Netsuite with access
* Transferred Netsuite access of Louie Toledo to Job Gonzales
* Helped in updating the FAM Asset Template for NetSuite",2019-09-02T00:27:51+0000,{'100032633731654': 'LIKE'}
485060002294083,493731941426889,"Weekly Report

* Internal Account System & Data Privacy Orientation and Biometrics - MDI | Novare
* New Hire Internal Account / with Kobe
* Laptop preparation with Kobe
* Spiceworks Update/Zoho Analytic Reports Update
* MacBook Air - Spiceworks, Setup. and Update.
* New Phone Installation for Ms. Mai

Typical MIS work wifi connection, admin rights, troubleshooting phone, clearance, and printer.",2019-08-30T10:18:21+0000,{'100032633731654': 'LIKE'}
485060002294083,491854841614599,"**Clearance Process Update:**

Team, please include in our clearance process for the resignee to check and remove their Workplace account.

Note: Even if you remove the Google account in GSuite, we still need to manually remove it from Workplace.

Do this for both Novare and MDI Workplace.",2019-08-27T05:03:05+0000,"{'100037253491138': 'LIKE', '100039491601128': 'LIKE', '100032846050941': 'LIKE'}"
485060002294083,489528951847188,"Weekly Report
MIS
* Process the PR for Dell and MAC. 
* Updated Zoho Report
* Install Phone for Ronnie Codal (1064)
* Prepare the laptop for incoming new hire with Kobe
* Prepare the Internal account for incoming new hire with Kobe 
* Setup 3 MacBook Air
* Insert to spiceworks.
* Typical MIS work wifi connection, admin rights, troubleshooting.

Cloudera
* Format and Setup 2 server.
* Setup a Standby Device for Remote connection
* Pre-installation.",2019-08-23T09:25:30+0000,"{'100032633731654': 'LIKE', '100039491601128': 'LIKE'}"
485060002294083,489519928514757,"Weekly Report
* Uploaded items in Netsuite requested by users
* Created New vendors in Netsuite
* Created New customers in Netsuite
* Add employees in Netsuite as employees/vendors
* Edit vendor details as per user requirements
* Created PR's for Macbook and Dell Laptops as requested by MIS team
* Customized Saved Search report in Netsuite as per users requirements",2019-08-23T09:03:58+0000,"{'100032633731654': 'LIKE', '100039491601128': 'LIKE'}"
485060002294083,487545655378851,Sample post using Trello,2019-08-20T04:06:30+0000,{}
485060002294083,485062112293872,Hi Team: Let's use this group as our collaboration tool moving forward!,2019-08-16T02:10:25+0000,"{'100037253491138': 'LIKE', '100039491601128': 'LIKE', '100036201673274': 'LIKE', '100032846050941': 'LIKE'}"
485060002294083,485061718960578,No Message,2019-08-16T02:09:29+0000,{}
485060002294083,485060012294082,No Message,2019-08-16T02:04:16+0000,{}
527113148026901,527405417997674,"**End of Week Report - August 9, 2019**

**Project Name: Novare Internal**

Discussed the Data Science team KPIs and had a one on one meeting with each member. The goal is to fix all of their individual development plans and interact with them amidst a very busy day and to set SMART goals

Already discussed with the team what are the next steps and also asked them to start working on the discussed internal data science projects

**Project Name: Chinabank Analytics**

We have a new engagement on Chinabank, almost the same as the previous engagement though this time we are more detailed on the project scope. We still lack 1 sign to proceed with the project, however the 2 other signees, as mentioned to me, will persuade the other signee therefore let’s prepare for this engagement as well. Right now, I am seeing Jeff and Adrian to do the chinabank project

**Project Name: SMART ETL POC**

I was on-boarded on the SMART Talend POC, with the goal of leading the team and making sure that every client expectations were met during this POC. We are very pressed on time,  therefore there is a need for us to work on holidays, but that will depend on the daily team achievements

There is a really high chance that we might get this project with SMART, since even if the business is leaning more towards another party and sometimes impeding our progress by not providing any needed documents, as of the moment we do not have any blockers to finish the POC. Also I have informed Julie and Elton already that on the project proper, we can’t afford not to have the OEM parser for nokia CDRs

I am also helping on other scripts since some of the scripts are written in scala. There are some instances that we need to call OS level scripts from talend. 

Presentation for use case A and F will be on August 15, 2019. Shashank will need our help since some of the components for these use cases are tied up with use case B which the team is currently doing. Everything is on schedule so far

Checked some discrepancies on the SMS CDR. This is due to some errors made on the mapping by Mark Tan before he left. It was quickly fixed as to not affect on any ingestion workflow

The target is to finish the whole dev work on use case B this week (August 9, 2019) to make room for bulk tests and optimizations. I will push Mark to finish CM CDR today. We actually need more time however Alex needs something to be presented by August 15 (2 use cases out of 3) because as mentioned by vivian, Alex is pro Talend and would like to award this already and start with project proper preparations and discussions. 

Will work on some reports needed for other use cases (like the geo spatial report). Any requirement which is do not have any Talend native component are written on scripts then will be called by Talend on OS level

**Project Name: Aboitiz Power Data Lake**

There was a discussion with the contract and other changes. AEV procurement called me and was so irritated because to them, MDI-Novare does not have strong collaboration and relationship with Talend. They gave us 1 month to answer and review everything and yet they mentioned that no reply was sent to them. However, everything was quickly fixed and arranged this week as to not impede the project proper any further. There will be SRS and Architecture review on August 20, 2019 (date subject to change)

GE and OSI PI APIs were discussed this week. These are the remaining data sources which were not yet discussed to us, thus completing the Client KT to Vendor phase of the data discovery. Mark already sent the unfinished mapping documents to Jas. 

**Project Name: Globe EDA**

Discussed with Reinald the key concepts of machine learning and how to make some business out of it. Explained to him the activities a normal EDA usually have and helped him with his clarifications, question sending, and EE creation. Globe will answer all the questions sent, and actually also asking us to recommend something which we think they need.",2019-08-13T02:37:07+0000,{}
527113148026901,527131494691733,"**Update for SysOps last week**

**2 day Google training:**

attended by

Jowell

James

Ben

Al

**Mid Year Performance Self Assessment**

Completion Rate:11/13

2 - incomplete (need to complete values & competencies fields)

Followed up remaining 2 - James and Benok

**Project/Opportunities**

SMIC Google migration

See update below:

Engagement in coordination with Reinald

·       New Gmail account already configured with new domain.

·       Setup 34 new email accounts with ongoing migration using also new domain.

·       Have still pending 35 new email accounts to create but pending 2nd new domain to setup.

**Adhoc Support**

Khim supporting Stephen on AWS requirements for BDO

-We are also extending support even after office hours to get the requirments quickly.

**Internal Operations**

Cloudera Setup Updates (For Novare Datalake):

-Engaged Noel, Ram, JP and Mar for this initiative (Although Mar and JP is only supporting via remote to help Noel and Ram)

-Have identified 5 machines for the setup: 2 servers, 3 laptops

-OS Setup done on the machines

-they are now working on setting up the Cloudera infra

**MIS**

*-Ordered 50 additional Google licenses*

Challenge: 

Signed proposal was already submitted but it was returned back.

Boss' Peter did not match as per Globe. Need to resign again.

*Mynt Laptops*

Updated the Group policy templates we are applying to the laptops assigned to Mynt.

The policy was applied to the new hires assigned to Mynt last week.",2019-08-12T06:38:38+0000,{}
527113148026901,527129464691936,No Message,2019-08-12T06:34:58+0000,{}
527113148026901,527113158026900,No Message,2019-08-12T06:03:55+0000,{}
502241320527755,525714921513728,"Hi Sir Al,

Activities for the week (Sept. 9-13)

- creating/editing of BOM for iConnectiv
- AWS architecture for iConnectiv
- aws billing management

Activities for next week (Sept 16--20)

- hopefully, to finalize bom and architecture for iConnectiv
- preparation for exam on AWS",2019-09-16T03:56:11+0000,{'100032633731654': 'LIKE'}
502241320527755,525467081538512,"Hi Sir Al,

Activities for this week (Sep 9 - 13)

Taking Essential Cloud Infrastructure Course
* Labs and Demos
* Virtual Networking
* Common Network Design
* Compute Engine

Activities for this week

- Continue GCP Foundation Course",2019-09-14T15:36:07+0000,{'100032633731654': 'LIKE'}
502241320527755,525596691525551,"Hi sir Al and team,

Activities for the week:

Date: Sept 9 ~ 13

1. Preparation for AWS SA exam:
* Architecting on AWS course (in progress)
* AWS Technical Essentials (in progress)
* Udemy course by acloudguru (in progress)
* Doing practice tests/exams in udemy (in progress)

2. Aboitiz Data Management Solution Project
* deployed test RDS for benchmarking in nvredsocloud account (done)
* created Lambda function that will auto start/stop the RDS instances from 9am-6pm every mon to fri via Cloudwatch rule that I deployed to save costs (done)
* Setup the needed connections for the Talend Remote Engine and also configured the necessary workspaces, user permissions, and environments in Talend Cloud Management Console (done)
* Created draft administration guide for Talend Cloud Remote Management Console (for approval c/o sir Radney)",2019-09-13T19:04:18+0000,{'100032633731654': 'LIKE'}
502241320527755,525438348208052,"Team please post your activities for the week here. (MIS/BDO MS guys, we have our separate groups already  to post no need here)

Mia, George, thanks for providing your updates!",2019-09-13T14:02:30+0000,"{'100039173467055': 'LIKE', '100039023001848': 'LIKE', '100032804983896': 'LIKE'}"
502241320527755,525414388210448,"Good Day! :)

These are my updates for the week of (Sept. 9-13)

In Progress:

Data Engineering, Big Data, and Machine Learning on GCP (4/5)
* Google Cloud Platform Big Data and Machine Learning Fundamentals
* Leveraging Unstructured Data with Cloud Dataproc on Google Cloud Platform
* Serverless Data Analysis with Google BigQuery and Cloud Dataflow
* Serverless Machine Learning with Tensorflow on Google Cloud Platform

Project (APMC)
* Waiting for the data

Plan for next week
* Study and Continue the courses under Data Engineering, Big Data, and Machine Learning on GCP",2019-09-13T13:59:12+0000,{'100032633731654': 'LIKE'}
502241320527755,525425578209329,"My updates for the week of Sept. 9-13:

- In Progress - Data Engineering, Big Data, and Machine Learning on GCP (3/5)
    * Done - Google Cloud Platform Big Data and Machine Learning Fundamentals
    * Done - Leveraging Unstructured Data with Cloud Dataproc on Google Cloud Platform
    * Done - Serverless Data Analysis with Google BigQuery and Cloud Dataflow
- Waiting for the data of APMC

Plan for next week (Sept. 16-20):
* Continue and accomplish the remaining courses under Data Engineering, Big Data, and Machine Learning on GCP",2019-09-13T13:58:59+0000,{'100032633731654': 'LIKE'}
502241320527755,520760282009192,"Good Day! :)
My Weekly Updates (Sept. 2-6)

Accomplished:
Architecting with Google Cloud Platform (6/6) ✔
- Google Cloud Platform Fundamentals: Core Infrastructure
- Essential Cloud Infrastructure: Core Services
- Elastic Cloud Infrastructure: Scaling and Automation
- Elastic Cloud Infrastructure: Containers and Services
- Essential Cloud Infrastructure: Foundation
- Reliable Cloud Infrastructure: Design and Process

In Progress:
Data Engineering, Big Data, and Machine Learning on GCP (1/5) 
- Google Cloud Platform Big Data and Machine Learning Fundamentals

Project (APMC)
- Waiting for the data 

Plan for next week
- Study and Continue the courses under Data Engineering, Big Data, and Machine Learning on GCP",2019-09-06T11:41:17+0000,{'100032633731654': 'LIKE'}
502241320527755,520732498678637,"Hello! These are my updates for the week:

- data migration from postgre to mysql, using talend. (With the help of stephen). Though we rolled back last thursday, and started all over again, migrating it to a different rds, controlled by stephen. Finished 4/23 databases.

- attended openshift training under redhat @ shangri-la the fort.

Plans for next week:

- i will be attending a 4-day traning for aws, @ f1 hotel, manila
- continue with the migration.",2019-09-06T10:42:42+0000,"{'100032804983896': 'LIKE', '100032633731654': 'LIKE'}"
502241320527755,516333542451866,"Update: AWS Prod S3 Buckets

We've deleted the buckets: 

[www.novare2.com.hk](http://www.novare2.com.hk/),

[novare.com.hk](http://novare.com.hk/) and 

prodsmscenterhsbc 

since there are no files on it. 

For 

p2v-s3-bucket, 

pcf-mysql-backup and 

[www.novare.com.hk](http://www.novare.com.hk/), we just removed the public access on it 

While we didn't make any changes on [www.mdi.net.ph](http://www.mdi.net.ph/) bucket.

Thanks Eman and Khim.",2019-08-30T05:08:30+0000,{}
502241320527755,515739219177965,"Our Novare website is now running SSL

Thank you Jowell for taking point on this.

https://docs.google.com/document/d/14xb2_bfMS_2LG7uMMK2aEGpVxtSlRmUvQGsGIFs525w/edit?usp=sharing",2019-08-29T04:35:41+0000,{'100032846050941': 'LIKE'}
502241320527755,506621666756387,😲😲😲😲😲,2019-08-14T07:30:31+0000,{'100032633731654': 'LIKE'}
502241320527755,502810000470887,"Did you know?? 😁

You can attach Google docs, even Gfolders in Workplace.

Presenting below our central repo. Please use this drive to store DSO related documents.",2019-08-07T17:57:43+0000,"{'100032791695511': 'LIKE', '100032731579639': 'LIKE'}"
502241320527755,502260087192545,Hi SysOps Team! Welcome to our Workplace page.,2019-08-06T16:09:22+0000,"{'100037845901154': 'LIKE', '100039173467055': 'LIKE', '100035564049812': 'LIKE', '100032731579639': 'LIKE'}"
502241320527755,502256167192937,No Message,2019-08-06T15:59:21+0000,{}
502241320527755,502241333861087,No Message,2019-08-06T15:27:20+0000,{}
899672053734945,899673913734759,Scrum Team for KonsultaMD project hermes development,2019-08-06T06:35:11+0000,{'100033003601979': 'LIKE'}
899672053734945,899672060401611,No Message,2019-08-06T06:31:52+0000,{'100033003601979': 'LIKE'}
404646653501148,427072994591847,https://broadcast.listennotes.com/the-boring-technology-behind-listen-notes-56697c2e347b,2019-09-18T00:28:51+0000,{'100032710043264': 'LIKE'}
404646653501148,424316794867467,No Message,2019-09-13T04:29:18+0000,{}
404646653501148,408537746445372,"If there's a will, there's a way.
```
import antigravity
antigravity.fly()
```",2019-08-14T03:39:24+0000,"{'100032710043264': 'HAHA', '100032961155069': 'LIKE'}"
404646653501148,405696836729463,May meetup schedule for Python Web Development sa Makati this August. May pupunta ba sa inyo?,2019-08-13T04:21:34+0000,{}
404646653501148,404699013495912,Any thoughts on Pelican with regards to SEO?,2019-08-06T07:08:48+0000,{}
404646653501148,404673146831832,No Message,2019-08-06T05:29:59+0000,{}
404646653501148,404672740165206,Add anyone you think is interested.,2019-08-06T05:28:47+0000,{}
404646653501148,404649243500889,"Discuss anything that involves Python programming language. Can range from web development (with Flask or Django), data mining, automation, etc...

Feel free to discuss it here.",2019-08-06T04:04:20+0000,{}
404646653501148,404648256834321,No Message,2019-08-06T04:00:42+0000,{'100032934696538': 'LIKE'}
404646653501148,404646873501126,No Message,2019-08-06T03:55:28+0000,{}
404646653501148,404646670167813,No Message,2019-08-06T03:54:40+0000,{}
714624108966950,748306032265424,"Hello Review Board,

Sharing below proposal and EE document for your review and approval.  This is for BDO - TIG (Trust Investment Group) API development opportunity.

Resources : 1-PM, 1-TM, 1-BA, 3-SE, 2-QA

[https://docs.google.com/document/d/1DklDVUT3xVhHYeTytr5_86QZPTiYTUZ-KLpTcDGpc_Y/edit#](https://docs.google.com/document/d/1DklDVUT3xVhHYeTytr5_86QZPTiYTUZ-KLpTcDGpc_Y/edit#)

[https://docs.google.com/spreadsheets/d/1CrsI_Ax6DOl_EDRpuZ_9jreA2oQ5p3g-B0awNAy-q4Q/edit#gid=2000171194](https://docs.google.com/spreadsheets/d/1CrsI_Ax6DOl_EDRpuZ_9jreA2oQ5p3g-B0awNAy-q4Q/edit#gid=2000171194)",2019-09-18T12:46:56+0000,{}
714624108966950,747642348998459,Some general guidance on scrum vs kanban (from atlassian),2019-09-17T12:26:37+0000,"{'100032473906158': 'LIKE', '100032560687664': 'LIKE', '100032609716698': 'LIKE'}"
714624108966950,747523959010298,"Hello Review Board,

Sharing the revised proposal for Globe.

As per last discussion with Globe's Eric Pineda, RK and Eumir, they want the proposal split into 3 Analytics MS proposals:

Analytics Ops - 0.5PM, 0.25TM, 1DAd, 1DAn

Data Marts - 0.5PM, 0.25TM, 1DAd, 2DAn

Machine Learning - 1DS

The total 1 PM and 0.5 TM will be shared all across the 3 teams.

Already rerouted EE to Abet and Melvin.

(Analytics Ops)
[https://docs.google.com/document/d/1MzQKoraExVw5jkBnxbpU4xTc1tyXAgWbKtNco7RhM0U](https://docs.google.com/document/d/1MzQKoraExVw5jkBnxbpU4xTc1tyXAgWbKtNco7RhM0U)
(Data Marts)
[https://docs.google.com/document/d/1Le8Ed07_8EfRsMqdUNS9AbNvA2FF0JdJWgkIVSW-k3c](https://docs.google.com/document/d/1Le8Ed07_8EfRsMqdUNS9AbNvA2FF0JdJWgkIVSW-k3c)

(Machine Learning)
[https://docs.google.com/document/d/1kQrIO1ZNQ92Rw0LHZFKmv9TpHoZGLNOPIeXtx-i9YL4](https://docs.google.com/document/d/1kQrIO1ZNQ92Rw0LHZFKmv9TpHoZGLNOPIeXtx-i9YL4)
(EE)
[https://docs.google.com/spreadsheets/d/1mclts9QR6iBDVDk8HqDyZhasFL1Fv5ZZ30fGq8LKQdg](https://docs.google.com/spreadsheets/d/1mclts9QR6iBDVDk8HqDyZhasFL1Fv5ZZ30fGq8LKQdg)

Regards,

Nald",2019-09-17T12:25:39+0000,{}
714624108966950,739576549805039,"Hello Review Board, sharing with you EE and proposal for Globe's Polaris (IBM Maximo) Migration to AWS.

Resources: PM, TM, Cloud Engineer (AWS)

EE: https://docs.google.com/spreadsheets/d/1sVEyzynjape4PQrQmKJROMPuYWxyjZDK2smOoqIYDc4

Proposal: [https://docs.google.com/document/d/1si0dQcCdvSRTUrBrceoFZnL5lytEKQulvwuw8Mku8oY](https://docs.google.com/document/d/1si0dQcCdvSRTUrBrceoFZnL5lytEKQulvwuw8Mku8oY)",2019-09-06T05:28:44+0000,{}
714624108966950,738950259867668,"Hello Team,

Requesting for your review / approval please. Opportunity is for Globe's Credit, Billing, Finance Administration Group.

Offering is Analytics Managed Services to help Globe select and train ML models and design and create data marts. Due to the high level requirements at the moment, we are offering Managed Services for now.

Resources: 0.5PM, 0.5TM, 2 Data Scientists, 2 BAs, 1 Data Analyst, 1 ETL Dev, 1 Data Admin

EE: [https://docs.google.com/spreadsheets/d/1mclts9QR6iBDVDk8HqDyZhasFL1Fv5ZZ30fGq8LKQdg](https://docs.google.com/spreadsheets/d/1mclts9QR6iBDVDk8HqDyZhasFL1Fv5ZZ30fGq8LKQdg)

Proposal:
[https://docs.google.com/document/d/1jw3BuYa1W1kztx_mASP-rrEevvI9lcFHLwGiD2cC-Iw](https://docs.google.com/document/d/1jw3BuYa1W1kztx_mASP-rrEevvI9lcFHLwGiD2cC-Iw)",2019-09-06T01:57:27+0000,{}
714624108966950,730928967336464,"Hi Team,

Sharing below proposal and EE document for your review and approval. Apology for the urgency, hope to receive your feedback until tomorrow because our submission to BDO is tomorrow EOB 

**Proposal: [https://docs.google.com/document/d/1H9rwG0X_GcP3EnlTdcMF8MReCdLYNORXz3IC1Km5a2g/edit#**](https://docs.google.com/document/d/1H9rwG0X_GcP3EnlTdcMF8MReCdLYNORXz3IC1Km5a2g/edit#)

**EE: [https://docs.google.com/spreadsheets/d/1PZ9VWc9Qd5FxrSLZ2ktIOYpnxqDWYrcXrJ63r63LsT4/edit#gid=1911142920**](https://docs.google.com/spreadsheets/d/1PZ9VWc9Qd5FxrSLZ2ktIOYpnxqDWYrcXrJ63r63LsT4/edit#gid=1911142920)",2019-08-29T06:39:19+0000,{'100032640691147': 'LIKE'}
714624108966950,726603774435650,"Good Afternoon,
Sharing below proposal documents for review and approval. This is for RCBC Software Factory + Apigee for API implementation.

Proposal : https://docs.google.com/document/d/1Wuly238BM9wRdn6aw55TRfxjQWjcmGXBsj7HfTb-6iU

EE : https://docs.google.com/spreadsheets/d/1JhmC61Fw4VCxKrstgkawLWVvOyUM4GvAwj0AA5QnRJ4

Thank you.",2019-08-15T23:38:16+0000,{}
714624108966950,721397191622975,"Hello Team,

Sharing proposal for review and approval:
Base install and config for FWD Philippines. 

Components:
* HDP (Hortonworks Data Platform)
* CDSW (Cloudera Data Science Workbench)
* CDF (Cloudera DataFlow)

Proposal: [https://docs.google.com/document/d/1tNl21zvGtImvaZYqKKhkwFoDKmeGpW_Tp0bNJGAsnic](https://docs.google.com/document/d/1tNl21zvGtImvaZYqKKhkwFoDKmeGpW_Tp0bNJGAsnic)

EE:
[https://docs.google.com/spreadsheets/d/1i1niqZFrPR6J48iYiu3QslAU9yZZZhEwiNpMOZvCv7U](https://docs.google.com/spreadsheets/d/1i1niqZFrPR6J48iYiu3QslAU9yZZZhEwiNpMOZvCv7U)",2019-08-07T02:14:31+0000,{}
714624108966950,718625508566810,"Hello All,

Sharing the proposal for approval: 
Chinabank Tableau Installation & Training (for Risk Management Group)

Melvin is on leave, but EE has been routed to PM already. Posting here for approval as client needs it ASAP.

High Level SoW
* Installation of Tableau Server
* 2-day training / workshop of Tableau
* 10 man-days of development assistance

EE: [https://docs.google.com/spreadsheets/d/1xKOVKDT75ut-nImEn1oz8L2D-tVpo5ihr_9VCuXPJLY](https://docs.google.com/spreadsheets/d/1xKOVKDT75ut-nImEn1oz8L2D-tVpo5ihr_9VCuXPJLY)

Proposal:
[https://docs.google.com/document/d/1c4aCYUqSsHoeAB1syeLJAQYPx4TngH2LKddjcVQ7fFE](https://docs.google.com/document/d/1c4aCYUqSsHoeAB1syeLJAQYPx4TngH2LKddjcVQ7fFE)",2019-08-02T09:36:38+0000,{}
